Product Id,Product Handle,Product Title,Product Status,Product Sales Channel 1,Variant Id
prod_01JQTEVZE1DFBCNG401WBRPKQ3,jacker,Jacker,published,sc_01JQ6YVYBB77S6E814QR25PDR1,variant_01JQTEVZF6QWCJKNVEJHC2YCWF
